,borough,location_i,objectid,shape_area,shape_length,zone,arcs,type_x,type_y,transform_scale,transform_translate,object_type
137,Manhattan,4.0,4.0,0.000111871946192,0.0435665270921,Alphabet City,68.0,Polygon,Topology,3.2045306632868553e-06,-74.25559136315209,GeometryCollection
138,Manhattan,4.0,4.0,0.000111871946192,0.0435665270921,Alphabet City,69.0,Polygon,Topology,2.510549268129308e-06,40.496115395170364,GeometryCollection
139,Manhattan,4.0,4.0,0.000111871946192,0.0435665270921,Alphabet City,69.0,Polygon,Topology,3.2045306632868553e-06,-74.25559136315209,GeometryCollection
140,Manhattan,4.0,4.0,0.000111871946192,0.0435665270921,Alphabet City,70.0,Polygon,Topology,3.2045306632868553e-06,-74.25559136315209,GeometryCollection
141,Manhattan,4.0,4.0,0.000111871946192,0.0435665270921,Alphabet City,70.0,Polygon,Topology,2.510549268129308e-06,40.496115395170364,GeometryCollection
142,Manhattan,4.0,4.0,0.000111871946192,0.0435665270921,Alphabet City,71.0,Polygon,Topology,2.510549268129308e-06,40.496115395170364,GeometryCollection
143,Manhattan,4.0,4.0,0.000111871946192,0.0435665270921,Alphabet City,71.0,Polygon,Topology,3.2045306632868553e-06,-74.25559136315209,GeometryCollection
144,Manhattan,4.0,4.0,0.000111871946192,0.0435665270921,Alphabet City,72.0,Polygon,Topology,2.510549268129308e-06,40.496115395170364,GeometryCollection
145,Manhattan,4.0,4.0,0.000111871946192,0.0435665270921,Alphabet City,72.0,Polygon,Topology,3.2045306632868553e-06,-74.25559136315209,GeometryCollection
146,Manhattan,4.0,4.0,0.000111871946192,0.0435665270921,Alphabet City,73.0,Polygon,Topology,3.2045306632868553e-06,-74.25559136315209,GeometryCollection
147,Manhattan,4.0,4.0,0.000111871946192,0.0435665270921,Alphabet City,73.0,Polygon,Topology,2.510549268129308e-06,40.496115395170364,GeometryCollection
148,Manhattan,4.0,4.0,0.000111871946192,0.0435665270921,Alphabet City,74.0,Polygon,Topology,3.2045306632868553e-06,-74.25559136315209,GeometryCollection
149,Manhattan,4.0,4.0,0.000111871946192,0.0435665270921,Alphabet City,74.0,Polygon,Topology,2.510549268129308e-06,40.496115395170364,GeometryCollection
150,Manhattan,4.0,4.0,0.000111871946192,0.0435665270921,Alphabet City,75.0,Polygon,Topology,2.510549268129308e-06,40.496115395170364,GeometryCollection
151,Manhattan,4.0,4.0,0.000111871946192,0.0435665270921,Alphabet City,75.0,Polygon,Topology,3.2045306632868553e-06,-74.25559136315209,GeometryCollection
152,Manhattan,4.0,4.0,0.000111871946192,0.0435665270921,Alphabet City,76.0,Polygon,Topology,3.2045306632868553e-06,-74.25559136315209,GeometryCollection
153,Manhattan,4.0,4.0,0.000111871946192,0.0435665270921,Alphabet City,76.0,Polygon,Topology,2.510549268129308e-06,40.496115395170364,GeometryCollection
154,Manhattan,4.0,4.0,0.000111871946192,0.0435665270921,Alphabet City,77.0,Polygon,Topology,3.2045306632868553e-06,-74.25559136315209,GeometryCollection
155,Manhattan,4.0,4.0,0.000111871946192,0.0435665270921,Alphabet City,77.0,Polygon,Topology,2.510549268129308e-06,40.496115395170364,GeometryCollection
156,Manhattan,4.0,4.0,0.000111871946192,0.0435665270921,Alphabet City,78.0,Polygon,Topology,2.510549268129308e-06,40.496115395170364,GeometryCollection
157,Manhattan,4.0,4.0,0.000111871946192,0.0435665270921,Alphabet City,78.0,Polygon,Topology,3.2045306632868553e-06,-74.25559136315209,GeometryCollection
158,Staten Island,5.0,5.0,0.000497957489363,0.0921464898574,Arden Heights,79.0,Polygon,Topology,3.2045306632868553e-06,-74.25559136315209,GeometryCollection
159,Staten Island,5.0,5.0,0.000497957489363,0.0921464898574,Arden Heights,79.0,Polygon,Topology,2.510549268129308e-06,40.496115395170364,GeometryCollection
160,Staten Island,5.0,5.0,0.000497957489363,0.0921464898574,Arden Heights,80.0,Polygon,Topology,2.510549268129308e-06,40.496115395170364,GeometryCollection
161,Staten Island,5.0,5.0,0.000497957489363,0.0921464898574,Arden Heights,80.0,Polygon,Topology,3.2045306632868553e-06,-74.25559136315209,GeometryCollection
162,Staten Island,5.0,5.0,0.000497957489363,0.0921464898574,Arden Heights,81.0,Polygon,Topology,3.2045306632868553e-06,-74.25559136315209,GeometryCollection
163,Staten Island,5.0,5.0,0.000497957489363,0.0921464898574,Arden Heights,81.0,Polygon,Topology,2.510549268129308e-06,40.496115395170364,GeometryCollection
